accession	reference_length	covered_bases	reads_mapped	avg_coverage	Sample_ID	PoolID
KF500516.1	1075	145	18	0.19027027	HCWZBL	p1835
KU243689.1	945	106	1	0.20880502	HCWZBL	p1835
KU243506.2	494	205	7	1.9651163	HCWZBL	p1835
KU243690.1	966	92	2	0.18014705	HCWZBL	p1835
KU243481.1	546	103	1	3.9873738	HCWZBL	p1835
GU199191.1	3302	320	21	1.0456853	HCWZBL	p1835
GU199192.1	2647	92	1	0.036844213	HCWZBL	p1835
GU199193.1	2591	98	1	0.053256862	HCWZBL	p1835
FJ425115.1	336	89	1	0.08064516	HCWZBL	p1835
KT281120.1	3302	808	57	2.8410532	HCWZBL	p1835
KT281126.1	1078	125	1	0	HCWZBL	p1835
KT281128.1	1067	79	7	0.01308615	HCWZBL	p1835
FJ947507.1	2532	1252	196	9.52099	HCWZBL	p1835
KX632343.1	2684	2317	18935	1027.3224	HCWZBL	p1835
KX632348.1	1565	641	75	7.341343	HCWZBL	p1835
KX632350.1	1067	830	116	13.515813	HCWZBL	p1835
FJ947835.1	673	207	28	4.1319313	HCWZBL	p1835
KX655487.1	2359	434	2952	186.17564	HCWZBL	p1835
KX655489.1	1062	78	3	0.049342107	HCWZBL	p1835
JQ358772.1	948	118	1	0.14786968	HCWZBL	p1835
JQ358773.1	634	500	510	123.400826	HCWZBL	p1835
JQ358774.1	648	328	366	102.03213	HCWZBL	p1835
FJ816613.1	942	179	1	0.1199495	HCWZBL	p1835
KU714445.1	2717	1664	5149	278.91742	HCWZBL	p1835
KU714448.1	1356	803	266	24.436153	HCWZBL	p1835
KU714449.1	1062	104	4	0.0372807	HCWZBL	p1835
MG181625.1	2592	574	65	1.4111384	HCWZBL	p1835
MG181590.1	3303	3302	43763	1932.2242	HCWZBL	p1835
MG181592.1	2591	954	708	28.184351	HCWZBL	p1835
LC133530.1	1062	124	2	0.028508771	HCWZBL	p1835
KJ412679.1	2530	350	34	1.3642857	HCWZBL	p1835
JN129069.1	2673	307	79	3.614348	HCWZBL	p1835
KC610679.1	2656	155	4	0.36312848	HCWZBL	p1835
KC610680.1	2532	168	3	1.6003358	HCWZBL	p1835
JQ993322.1	2717	215	18	0.64082587	HCWZBL	p1835
JQ993323.1	2591	145	1	0.07128226	HCWZBL	p1835
JQ993326.1	1076	141	16	0.13282937	HCWZBL	p1835
JQ993325.1	1059	155	14	0.7909791	HCWZBL	p1835
JQ993318.1	1061	81	4	0.010976949	HCWZBL	p1835
LC190490.1	1355	84	2	0.10207469	HCWZBL	p1835
GQ149091.1	1804	223	8	0.43168077	HCWZBL	p1835
GQ149095.1	1194	344	6	1.0239464	HCWZBL	p1835
KF726037.1	2719	202	4	0.41845077	HCWZBL	p1835
KF726038.1	2591	166	4	0.16632527	HCWZBL	p1835
GU199494.1	2591	142	1	0.029496107	HCWZBL	p1835
GU199500.1	1074	269	3	0.41017315	HCWZBL	p1835
GU199499.1	1059	79	3	0.13531353	HCWZBL	p1835
KC686933.1	948	651	574	91.20175	HCWZBL	p1835
KF726063.1	1077	157	7	0.07659116	HCWZBL	p1835
KF726064.1	750	298	179	25.45	HCWZBL	p1835
JN258885.1	706	344	189	36.793167	HCWZBL	p1835
KJ870901.1	2677	373	3202	170.62485	HCWZBL	p1835
KJ870902.1	2591	205	5	0.3396149	HCWZBL	p1835
KJ870906.1	1568	170	1	0.043723553	HCWZBL	p1835
KJ870908.1	1076	140	6	0.048596114	HCWZBL	p1835
KJ870907.1	1059	108	2	0.04840484	HCWZBL	p1835
JQ988899.1	3284	2132	1116	40.21985	HCWZBL	p1835
KP258406.1	1072	185	2	0.27440348	HCWZBL	p1835
KC140590.1	3302	87	1	0	HCWZBL	p1835
KC140597.1	664	304	45	9.916343	HCWZBL	p1835
KP882475.1	3249	2010	2555	81.65408	HCWZBL	p1835
KP882476.1	2631	70	1	0.04191858	HCWZBL	p1835
KP882477.1	2508	2468	89756	5158.297	HCWZBL	p1835
FN665688.1	3302	1003	8742	372.18433	HCWZBL	p1835
FN665689.1	2687	250	5	0.194324	HCWZBL	p1835
FN665690.1	2591	2214	31308	1235.0602	HCWZBL	p1835
FN665693.1	1356	1234	21981	2470.3599	HCWZBL	p1835
FN665694.1	1059	752	333	34.156216	HCWZBL	p1835
FN665696.1	1062	71	1	0	HCWZBL	p1835
GU296429.1	1356	916	20907	2487.171	HCWZBL	p1835
KU292535.1	984	63	1	0.07553957	HCWZBL	p1835
KU292526.1	954	676	676	91.45398	HCWZBL	p1835
EU708907.1	1546	446	13	1.3409742	HCWZBL	p1835
AB972857.1	2687	341	7	0.21955065	HCWZBL	p1835
AB972862.1	1578	173	2	0.08963586	HCWZBL	p1835
AB972861.1	1062	70	3	0	HCWZBL	p1835
AB924095.1	3302	453	45	1.7525381	HCWZBL	p1835
AB924097.1	2589	201	2	0.08692087	HCWZBL	p1835
AB924102.1	1049	244	199	19.699667	HCWZBL	p1835
KY053209.1	2684	256	3	0.30465665	HCWZBL	p1835
KY053210.1	2566	89	1	0.026490066	HCWZBL	p1835
KC443588.1	2650	2397	1065	51.4868	HCWZBL	p1835
KC443585.1	702	102	1	0.10144927	HCWZBL	p1835
KC443586.1	788	580	383	65.52038	HCWZBL	p1835
JX027878.1	2685	1302	230	10.892307	HCWZBL	p1835
JX971587.1	751	235	3	0.62562394	HCWZBL	p1835
KJ482389.1	1569	118	3	0.17970401	HCWZBL	p1835
KJ482416.1	1806	79	2	0.29408213	HCWZBL	p1835
KJ482304.1	948	92	2	0.02255639	HCWZBL	p1835
KJ482399.1	1569	156	4	0.26638478	HCWZBL	p1835
KP231503.1	1692	239	8	0.7613489	HCWZBL	p1835
KJ482497.1	1287	853	8692	1046.1152	HCWZBL	p1835
KP231501.1	993	240	19	3.1269276	HCWZBL	p1835
EF583042.1	2643	152	6	0.2254312	HCWZBL	p1835
EF672606.1	1476	1350	2396	246.98341	HCWZBL	p1835
EF672610.1	528	122	1	0.05820106	HCWZBL	p1835
EF583018.1	2643	281	3	0.09907742	HCWZBL	p1835
EF583019.1	2508	144	16	0.5496183	HCWZBL	p1835
EF672568.1	1019	248	5	1.5201381	HCWZBL	p1835
EF672569.1	1205	653	55	5.870142	HCWZBL	p1835
EF554095.1	2591	82	15	0.084391646	HCWZBL	p1835
FJ347112.1	2687	169	1	0.06779661	HCWZBL	p1835
FJ347115.1	1356	256	2	0.29850745	HCWZBL	p1835
FJ347119.1	1077	89	4	0.048543688	HCWZBL	p1835
FJ347118.1	1059	354	78	5.80308	HCWZBL	p1835
FJ347116.1	1063	78	5	0.11062431	HCWZBL	p1835
KJ482425.1	1770	72	1	0.044444446	HCWZBL	p1835
KJ482450.1	1077	59	1	0.06364617	HCWZBL	p1835
JX567761.1	2688	170	21	1.2092198	HCWZBL	p1835
JX567762.1	2569	140	17	0.20793717	HCWZBL	p1835
JX567763.1	1359	1224	4355	426.54507	HCWZBL	p1835
JX567766.1	1070	212	2	0.11413044	HCWZBL	p1835
JX567765.1	1059	86	1	0.055005502	HCWZBL	p1835
JX567767.1	736	221	4	0.6262799	HCWZBL	p1835
JX567768.1	667	148	6	1.2147002	HCWZBL	p1835
KY628970.1	157321	237	1	0.0022077863	HCWZBL	p1835
LS480640.1	155503	193	10	0.009591061	HCWZBL	p1835
MW561977.1	28850	48	2	0.0032752613	HCWZBL	p1835
EF681765.1	4906	114	1	0.023969723	HCWZBL	p1835
KC999059.1	4904	148	6	0.16659655	HCWZBL	p1835
NC_011507.2	18562	632	1245	14.868455	HTYBRB	p1835
NC_044854.1	7693	59	1	0.007821822	HTYBRB	p1835
NC_039897.1	7745	94	1	0.012376564	HTYBRB	p1835
NC_040876.1	7521	296	13	0.24053724	HTYBRB	p1835
NC_039477.1	7567	6655	2912	55.110016	HTYBRB	p1835
NC_044932.1	7525	60	1	0.0081355935	HTYBRB	p1835
NC_039475.1	7556	5719	805	14.657035	HTYBRB	p1835
NC_039476.1	7536	3399	435	8.134985	HTYBRB	p1835
KX868289.2	33676	3423	316	1.3330848	HTYBRB	p1835
GU191019.1	34177	101	1	0.0029682312	HTYBRB	p1835
AM749299.1	33763	31531	5490	22.644423	HTYBRB	p1835
JN860680.1	35384	109	1	0.0030936028	HTYBRB	p1835
MF502426.1	35341	134	4	0.014094513	HTYBRB	p1835
KX384958.1	35250	676	68	0.2623647	HTYBRB	p1835
MH355567.1	35217	224	4	0.013032195	HTYBRB	p1835
AC_000017.1	36001	2315	141	0.5439179	HTYBRB	p1835
AC_000007.1	35937	826	26	0.093637355	HTYBRB	p1835
AC_000008.1	35938	2396	224	0.8627752	HTYBRB	p1835
AB746853.1	34978	183	1	0.02233835	HTYBRB	p1835
JQ326209.1	35153	4279	459	1.930606	HTYBRB	p1835
AB448776.1	35215	3812	442	1.7743334	HTYBRB	p1835
NC_003266.2	35994	557	60	0.24316482	HTYBRB	p1835
MT783416.1	7825	301	2	0.03921824	HTYBRB	p1835
NC_012564.1	5242	4685	799	20.813433	HTYBRB	p1835
NC_012042.1	5196	2257	187	4.6171227	HTYBRB	p1835
NC_012729.2	5104	277	20	0.4261203	HTYBRB	p1835
FJ349096.1	35758	916	35	0.12834194	HTYBRB	p1835
NC_045512.2	29903	826	18	0.09041105	HTYBRB	p1835
KY316160.1	34169	34099	17877	73.59487	HTYBRB	p1835
L19443.1	34214	21236	2676	11.090799	HTYBRB	p1835
AB008254.1	750	413	34	28.671667	HTYBRB	p1835
AB008298.1	2359	1208	126	11.230421	HTYBRB	p1835
AB008673.1	613	611	10366	2747.9028	HTYBRB	p1835
AB010145.1	8251	404	21	0.38748303	HTYBRB	p1835
AB186897.1	2525	2020	595	33.11958	HTYBRB	p1835
AB187514.1	7746	137	3	0.052790944	HTYBRB	p1835
AB220921.1	7559	1687	122	2.2478068	HTYBRB	p1835
AB308374.1	6673	5574	4191	87.97777	HTYBRB	p1835
AB331651.1	7399	108	12	0.14636502	HTYBRB	p1835
AB365435.1	7627	1327	36	0.5749632	HTYBRB	p1835
AB433629.1	7349	100	1	0.013890818	HTYBRB	p1835
AB522397.2	7461	151	7	0.13459171	HTYBRB	p1835
AB623037.2	7442	5091	446	8.621915	HTYBRB	p1835
AB738402.1	1273	138	1	0.043633126	HTYBRB	p1835
AB792642.1	1062	539	40	5.8333335	HTYBRB	p1835
AB933728.1	7467	499	20	0.34235343	HTYBRB	p1835
AB933730.1	7509	751	46	0.7809485	HTYBRB	p1835
AF043303.1	4679	4568	2750	84.48355	HTYBRB	p1835
AF063497.1	4718	56	1	0.012259195	HTYBRB	p1835
AF108105.1	35100	3764	244	0.98755366	HTYBRB	p1835
AF144792.1	751	85	1	0.093178034	HTYBRB	p1835
AF144797.1	750	264	15	2.4283333	HTYBRB	p1835
AF165219.1	675	266	15	3.2476192	HTYBRB	p1835
AF192260.1	5454	2456	96	2.2765837	HTYBRB	p1835
AF218266.2	3909	730	34	1.1918063	HTYBRB	p1835
AF225953.1	5951	151	2	0.04878469	HTYBRB	p1835
AF237666.1	1063	74	8	0.0010952903	HTYBRB	p1835
AF260508.1	6759	3462	1338	27.10062	HTYBRB	p1835
AF332135.1	1196	1099	245	31.262907	HTYBRB	p1835
AF368033.1	3854	2151	564	21.301296	HTYBRB	p1835
AF368034.1	2203	898	135	8.998539	HTYBRB	p1835
AF401755.1	2359	422	10	0.49343595	HTYBRB	p1835
AF473561.1	5666	302	14	0.36566353	HTYBRB	p1835
AF495467.1	5097	4606	648	17.63412	HTYBRB	p1835
AF513851.1	4721	55	1	0.012032378	HTYBRB	p1835
AF513852.1	4393	138	2	0.038416214	HTYBRB	p1835
AF531420.1	7461	162	6	0.11981945	HTYBRB	p1835
AJ249939.1	7490	477	13	0.26702997	HTYBRB	p1835
AJ303139.1	2736	2455	10566	569.8705	HTYBRB	p1835
AJ606693.2	7436	54	1	0.007411474	HTYBRB	p1835
AY189948.2	5335	241	12	0.2954677	HTYBRB	p1835
AY237415.2	7541	226	5	0.06792045	HTYBRB	p1835
AY267007.1	1194	151	1	0.14463602	HTYBRB	p1835
AY275710.1	9524	170	16	0.24546619	HTYBRB	p1835
AY386330.1	5596	302	18	0.44619906	HTYBRB	p1835
AY388617.1	4693	263	20	0.57495046	HTYBRB	p1835
AY421769.1	7415	137	30	0.52401924	HTYBRB	p1835
AY429470.1	7401	155	12	0.1836988	HTYBRB	p1835
AY443350.1	15690	988	88	0.79710424	HTYBRB	p1835
AY461507.1	6034	87	1	0.01478586	HTYBRB	p1835
AY527226.1	528	56	3	0.4153439	HTYBRB	p1835
AY634314.1	8026	359	10	0.19083291	HTYBRB	p1835
AY646853.2	7429	271	7	0.13367221	HTYBRB	p1835
AY646854.2	7429	775	12	0.17887072	HTYBRB	p1835
AY646856.2	7500	6903	857	16.459047	HTYBRB	p1835
AY694184.2	7429	215	4	0.0653936	HTYBRB	p1835
AY697459.1	7429	146	11	0.21527682	HTYBRB	p1835
AY720891.1	6723	3792	1055	21.96014	HTYBRB	p1835
AY772730.1	7579	151	2	0.0406515	HTYBRB	p1835
AY816181.1	1062	69	7	0	HTYBRB	p1835
D00325.1	1356	260	12	0.8490879	HTYBRB	p1835
D00530.1	5987	151	2	0.051738907	HTYBRB	p1835
D13403.1	2359	382	14	0.83703035	HTYBRB	p1835
D14723.1	2363	1910	720	45.424763	HTYBRB	p1835
D38150.1	1567	127	1	0.06563161	HTYBRB	p1835
DQ125333.1	7437	6156	1017	19.118156	HTYBRB	p1835
DQ220017.1	1435	355	28	2.899611	HTYBRB	p1835
DQ288660.1	750	84	1	0.09166667	HTYBRB	p1835
DQ415279.1	7559	317	35	0.60804427	HTYBRB	p1835
DQ473493.1	7134	248	8	0.17124857	HTYBRB	p1835
DQ473510.1	7137	278	2	0.043223128	HTYBRB	p1835
DQ664184.1	3854	1716	126	4.2794275	HTYBRB	p1835
DQ664186.1	3901	151	5	0.1930152	HTYBRB	p1835
DQ664187.1	2304	504	52	2.9382544	HTYBRB	p1835
DQ664188.1	2203	549	29	1.9610326	HTYBRB	p1835
DQ664190.1	1331	190	2	0.40474173	HTYBRB	p1835
DQ811788.1	28571	3905	217	1.0535871	HTYBRB	p1835
DQ915164.2	31076	302	69	0.31155014	HTYBRB	p1835
EF059918.1	750	749	102192	21664.88	HTYBRB	p1835
EF059923.1	2359	2359	72631	4614.0156	HTYBRB	p1835
EF155422.1	7417	109	1	0.014999312	HTYBRB	p1835
EF362755.1	7863	227	1	0.02943083	HTYBRB	p1835
EF444549.1	5229	269	30	0.83402246	HTYBRB	p1835
EF564600.1	35130	275	6	0.02367067	HTYBRB	p1835
EU153554.1	1061	134	1	0.071350165	HTYBRB	p1835
EU410349.1	7384	287	8	0.1378214	HTYBRB	p1835
EU424062.1	15462	151	4	0.03036834	HTYBRB	p1835
EU707937.1	3907	133	2	0.06627628	HTYBRB	p1835
EU708890.1	3269	3256	1300	58.466496	HTYBRB	p1835
EU708891.1	2653	2114	468	25.131042	HTYBRB	p1835
EU708892.1	2552	182	5	0.32431307	HTYBRB	p1835
EU708894.1	1319	51	1	0.04362703	HTYBRB	p1835
EU708895.1	1007	998	356	52.09335	HTYBRB	p1835
EU708896.1	1546	1328	189	18.3245	HTYBRB	p1835
EU708897.1	1022	946	216	31.363533	HTYBRB	p1835
EU708898.1	1025	1025	545	95.419426	HTYBRB	p1835
EU708899.1	704	695	662	136.63718	HTYBRB	p1835
EU708900.1	631	601	217	60.214138	HTYBRB	p1835
FJ025908.1	35694	88	1	0.0024758046	HTYBRB	p1835
FJ222451.1	6171	6136	4166	96.13403	HTYBRB	p1835
FJ361201.1	3267	3264	5521	247.14148	HTYBRB	p1835
FJ361202.1	2673	896	34	2.9980183	HTYBRB	p1835
FJ361203.1	2508	222	2	0.50551313	HTYBRB	p1835
FJ361206.1	1194	386	80	14.094828	HTYBRB	p1835
FJ361207.1	942	151	8	0.87752527	HTYBRB	p1835
FJ361210.1	528	249	92	16.079365	HTYBRB	p1835
FJ445138.1	7134	151	6	0.12972508	HTYBRB	p1835
FJ537134.1	7580	58	1	0.003230148	HTYBRB	p1835
FJ537135.1	7576	64	1	0.008618368	HTYBRB	p1835
FJ755404.1	6771	2763	933	19.052711	HTYBRB	p1835
FJ755405.1	6771	4229	1687	35.064342	HTYBRB	p1835
FJ938051.1	29232	857	13	0.07073104	HTYBRB	p1835
FJ938052.1	29306	753	14	0.07645082	HTYBRB	p1835
FJ938053.1	29277	541	18	0.08545336	HTYBRB	p1835
FJ938056.1	29253	956	66	0.32378104	HTYBRB	p1835
FJ938057.1	29275	302	19	0.09593133	HTYBRB	p1835
FJ938058.1	28479	280	2	0.010978149	HTYBRB	p1835
FJ938060.1	29256	1156	42	0.18460111	HTYBRB	p1835
FJ938062.1	29266	610	8	0.035204012	HTYBRB	p1835
FJ970917.1	2736	80	5	0.13457076	HTYBRB	p1835
FJ973560.1	4958	1657	134	3.7770383	HTYBRB	p1835
FJ973620.1	6586	1885	145	2.9939404	HTYBRB	p1835
FR751463.1	3725	291	14	0.5325874	HTYBRB	p1835
GQ225794.1	1194	973	449	60.177204	HTYBRB	p1835
GQ225800.1	597	235	14	2.6532438	HTYBRB	p1835
GQ415660.1	6534	3977	205	4.31203	HTYBRB	p1835
GQ428137.1	1060	216	3	0.41538462	HTYBRB	p1835
GQ428139.1	751	87	1	0.021630615	HTYBRB	p1835
GQ428140.1	667	127	2	0.28820115	HTYBRB	p1835
GQ845368.2	7559	69	1	0.009312998	HTYBRB	p1835
GQ845369.3	7560	195	3	0.033738192	HTYBRB	p1835
GQ845444.1	7397	267	4	0.06499241	HTYBRB	p1835
GU017903.2	7529	88	1	0.0119257355	HTYBRB	p1835
GU117634.1	7309	681	36	0.7826512	HTYBRB	p1835
GU373924.1	1017	52	1	0	HTYBRB	p1835
GU550508.1	7394	136	36	0.6483987	HTYBRB	p1835
GU553361.1	29264	1088	68	0.32352132	HTYBRB	p1835
GU589577.1	3860	2265	323	11.36496	HTYBRB	p1835
GU589579.1	3901	2412	173	6.5041323	HTYBRB	p1835
GU589580.1	2304	1824	752	47.964718	HTYBRB	p1835
GU589581.1	2207	2176	535	34.744774	HTYBRB	p1835
GU589584.1	1331	1306	693	78.92548	HTYBRB	p1835
GU937877.1	3302	3175	2091	92.92481	HTYBRB	p1835
GU937879.1	2591	508	68	3.1315036	HTYBRB	p1835
GU937881.1	1356	1306	1380	160.08707	HTYBRB	p1835
GU937884.1	1059	429	8	2.0858085	HTYBRB	p1835
GU937885.1	1075	72	2	0	HTYBRB	p1835
GU937886.1	751	88	1	0.098169714	HTYBRB	p1835
GU984757.1	1356	816	71	7.2230515	HTYBRB	p1835
GU984760.1	1062	68	7	0	HTYBRB	p1835
GU989205.1	5232	214	6	0.1678473	HTYBRB	p1835
GU991355.1	7544	4435	487	9.460103	HTYBRB	p1835
HM002617.1	7433	78	1	0.0107098725	HTYBRB	p1835
HM011556.1	5387	3781	409	11.042008	HTYBRB	p1835
HM011560.1	4926	302	32	0.957077	HTYBRB	p1835
HM011566.1	4952	535	22	0.6301541	HTYBRB	p1835
HM237363.1	6772	1887	2106	43.40592	HTYBRB	p1835
HM590588.1	2383	657	23	1.4527541	HTYBRB	p1835
HQ012370.1	29266	516	11	0.055811238	HTYBRB	p1835
HQ012371.1	29274	596	30	0.13123198	HTYBRB	p1835
HQ392470.1	29255	1028	27	0.13351658	HTYBRB	p1835
HQ392471.1	29252	759	24	0.114803106	HTYBRB	p1835
HQ440224.1	1062	100	1	0.050438598	HTYBRB	p1835
HQ641294.1	2717	319	1	0.27775612	HTYBRB	p1835
HQ641295.1	2591	278	3	0.09832036	HTYBRB	p1835
HQ641297.1	3302	233	2	0.05393401	HTYBRB	p1835
HQ834204.1	1070	74	1	0	HTYBRB	p1835
J02226.1	5130	4501	929	26.653614	HTYBRB	p1835
J02400.1	5243	5203	1479	40.392696	HTYBRB	p1835
JF309307.1	664	90	1	0.105058365	HTYBRB	p1835
JF742759.1	6119	1652	51	1.1889764	HTYBRB	p1835
JF831951.1	654	120	20	3.5	HTYBRB	p1835
JF831955.1	672	82	3	0.36206895	HTYBRB	p1835
JN088541.1	8289	4769	477	7.980833	HTYBRB	p1835
JN183882.1	29243	808	34	0.158148	HTYBRB	p1835
JN183883.1	29222	1214	61	0.2956797	HTYBRB	p1835
JN254802.1	36711	125	1	0.0034189436	HTYBRB	p1835
JN542510.1	7404	319	22	0.40419078	HTYBRB	p1835
JN648103.1	5413	4818	494	13.228197	HTYBRB	p1835
JN799419.1	1436	151	10	1.1500778	HTYBRB	p1835
JN799420.1	1332	59	1	0.03468697	HTYBRB	p1835
JN799421.1	1168	765	192	22.007858	HTYBRB	p1835
JN799422.1	1161	542	42	4.5994067	HTYBRB	p1835
JN799423.1	2306	2293	1648	104.70362	HTYBRB	p1835
JN799425.1	2243	1681	545	36.076923	HTYBRB	p1835
JN799426.1	3857	3046	584	21.267601	HTYBRB	p1835
JN799427.1	3916	1060	29	1.0727563	HTYBRB	p1835
JN799428.1	3903	3881	1924	70.610176	HTYBRB	p1835
JN874559.1	31100	124	6	0.018675283	HTYBRB	p1835
JQ041368.1	7340	87	1	0.012100139	HTYBRB	p1835
JQ388274.1	7691	435	18	0.3311232	HTYBRB	p1835
JQ404409.1	29462	3821	287	1.37442	HTYBRB	p1835
JQ412755.1	3854	1889	153	5.6595573	HTYBRB	p1835
JQ412756.1	3915	381	16	0.5359894	HTYBRB	p1835
JQ412758.1	2304	167	5	0.22469823	HTYBRB	p1835
JQ412759.1	2204	566	15	1.0155793	HTYBRB	p1835
JQ412760.1	2241	1430	175	11.456719	HTYBRB	p1835
JQ412763.1	1198	1108	195	24.999046	HTYBRB	p1835
JQ412764.1	1196	176	40	3.8699808	HTYBRB	p1835
JQ423898.1	1059	539	23	2.689769	HTYBRB	p1835
JQ423899.1	1076	217	57	0.674946	HTYBRB	p1835
JQ423900.1	750	86	1	0.095	HTYBRB	p1835
JQ423901.1	946	117	2	0.14698492	HTYBRB	p1835
JQ622197.1	7583	148	14	0.2631508	HTYBRB	p1835
JQ692585.1	5331	398	22	0.5869523	HTYBRB	p1835
JQ911594.1	7696	5682	674	11.837928	HTYBRB	p1835
JQ911763.1	8216	2813	173	2.9366477	HTYBRB	p1835
JX027296.1	4822	300	6	0.1900685	HTYBRB	p1835
JX195074.1	3302	2731	19133	835.69763	HTYBRB	p1835
JX195075.1	2735	2544	2925	157.71335	HTYBRB	p1835
JX195076.1	2591	2588	132588	7674.979	HTYBRB	p1835
JX195078.1	1356	1354	153701	17323.713	HTYBRB	p1835
JX195079.1	1061	204	2	0.34248078	HTYBRB	p1835
JX195080.1	1567	1559	82204	8289.014	HTYBRB	p1835
JX195081.1	1059	1059	22028	3237.968	HTYBRB	p1835
JX195082.1	1074	1070	408	53.46104	HTYBRB	p1835
JX195083.1	750	460	156	25.331667	HTYBRB	p1835
JX195084.1	664	663	18095	4344.93	HTYBRB	p1835
JX304792.1	7549	216	3	0.09987836	HTYBRB	p1835
JX415465.1	1331	401	105	11.786621	HTYBRB	p1835
JX415467.1	3915	1152	52	1.6762284	HTYBRB	p1835
JX415470.1	1198	255	32	2.5085878	HTYBRB	p1835
JX645046.1	5990	219	1	0.09143835	HTYBRB	p1835
JX846924.1	7527	336	26	0.52582353	HTYBRB	p1835
JX846927.1	7534	1739	75	1.3657908	HTYBRB	p1835
JX971570.1	2717	187	2	0.051032335	HTYBRB	p1835
JX971571.1	2591	471	6	0.8430971	HTYBRB	p1835
JX989075.1	7550	282	2	0.038108107	HTYBRB	p1835
K02086.1	1356	761	35	6.8739634	HTYBRB	p1835
KC013592.1	7556	154	6	0.073994055	HTYBRB	p1835
KC138720.1	7830	383	22	0.3735677	HTYBRB	p1835
KC631814.1	7575	689	84	1.5181144	HTYBRB	p1835
KC782514.2	1566	1549	653	64.52825	HTYBRB	p1835
KC782515.2	1059	1054	644	86.37954	HTYBRB	p1835
KC782516.2	1066	853	437	67.80349	HTYBRB	p1835
KC782518.2	816	783	775	149.11412	HTYBRB	p1835
KC782520.2	2687	2682	3944	212.04178	HTYBRB	p1835
KF039910.1	6792	3389	2263	45.48178	HTYBRB	p1835
KF306213.1	7578	515	39	0.7253635	HTYBRB	p1835
KF306214.1	7605	1283	174	3.1531858	HTYBRB	p1835
KF360047.1	34163	106	1	0.004704084	HTYBRB	p1835
KF374704.1	6780	439	12	0.2291101	HTYBRB	p1835
KF429760.1	7506	62	1	0.0084284935	HTYBRB	p1835
KF429784.1	7509	94	2	0.02554695	HTYBRB	p1835
KF429792.1	7509	223	8	0.13928522	HTYBRB	p1835
KF499111.1	6795	434	25	0.6081264	HTYBRB	p1835
KF537682.1	656	122	2	0.99604744	HTYBRB	p1835
KF712502.1	7509	232	9	0.17393668	HTYBRB	p1835
KF792837.1	5479	5085	536	13.580785	HTYBRB	p1835
KF958308.1	7216	151	4	0.072318144	HTYBRB	p1835
KF990476.1	7420	97	3	0.031361762	HTYBRB	p1835
KJ196286.1	7535	299	5	0.10751523	HTYBRB	p1835
KJ196294.1	7521	383	18	0.34377968	HTYBRB	p1835
KJ196295.1	7543	3033	171	3.1903152	HTYBRB	p1835
KJ196298.1	7745	151	1	0.019881502	HTYBRB	p1835
KJ541167.1	7371	3063	245	4.418225	HTYBRB	p1835
KJ958930.1	8291	306	10	0.1620194	HTYBRB	p1835
KM023140.1	7998	930	36	0.6027013	HTYBRB	p1835
KM068050.1	8313	1005	40	0.68712485	HTYBRB	p1835
KM198573.1	7421	170	13	0.22087745	HTYBRB	p1835
KM369887.2	1485	874	46	4.7865167	HTYBRB	p1835
KM890277.1	7424	391	24	0.46219411	HTYBRB	p1835
KP143512.1	28956	194	3	0.010206207	HTYBRB	p1835
KP289440.1	7467	207	2	0.043460436	HTYBRB	p1835
KP329566.1	35670	91	1	0.011233108	HTYBRB	p1835
KP404149.1	6617	4956	853	17.880625	HTYBRB	p1835
KP769769.1	7227	275	2	0.038858272	HTYBRB	p1835
KP784692.1	7569	321	6	0.095835015	HTYBRB	p1835
KP784694.1	7570	686	25	0.3667116	HTYBRB	p1835
KP784695.1	7570	515	11	0.14501348	HTYBRB	p1835
KP849472.1	30004	2436	93	0.42687747	HTYBRB	p1835
KT327081.1	7441	6711	1177	22.435057	HTYBRB	p1835
KT589391.1	7550	85	2	0.017702702	HTYBRB	p1835
KU707902.1	7394	126	2	0.024434015	HTYBRB	p1835
KU727766.1	5166	302	2	0.060207337	HTYBRB	p1835
KU870455.1	7563	945	42	0.72116554	HTYBRB	p1835
KX396056.1	7753	93	1	0.012232014	HTYBRB	p1835
KX431437.1	7563	3357	175	3.266154	HTYBRB	p1835
KX894315.1	7450	3187	163	3.0927398	HTYBRB	p1835
KY038943.1	5979	151	2	0.051809914	HTYBRB	p1835
KY040275.1	188253	1372	42	0.03284371	HTYBRB	p1835
KY053144.1	3273	423	7	0.25680435	HTYBRB	p1835
KY053208.1	3273	365	5	0.13096382	HTYBRB	p1835
KY271948.1	7146	155	47	0.95097196	HTYBRB	p1835
KY341899.1	5070	442	14	0.38109756	HTYBRB	p1835
KY399057.1	1689	393	10	0.8551007	HTYBRB	p1835
KY442319.1	7527	235	2	0.03185577	HTYBRB	p1835
KY661949.1	1062	1039	2814	440.6557	HTYBRB	p1835
KY828851.1	7404	286	75	1.2970774	HTYBRB	p1835
KY981561.1	7412	147	29	0.5733957	HTYBRB	p1835
L13745.1	6828	6018	20923	436.32855	HTYBRB	p1835
L20883.1	1062	50	1	0	HTYBRB	p1835
LC209439.1	7536	244	6	0.11982128	HTYBRB	p1835
LC209450.1	7616	144	2	0.019287437	HTYBRB	p1835
LC209451.1	7548	833	21	0.28521222	HTYBRB	p1835
LC389583.1	7840	216	34	0.5971391	HTYBRB	p1835
LN827554.1	165750	2018	93	0.07940821	HTYBRB	p1835
